order_id,trader_id,trader_type,symbol,side,price,quantity,status,timestamp
64ab9b0f-5093-447f-9b88-e5e3bc4e427d,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66898.904811,5686,CANCELLED,2026-04-14T20:28:49.707900+00:00
77b76fe4-922c-478e-ba67-b668e4f3772b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67149.479012,6365,CANCELLED,2026-04-14T20:28:49.707716+00:00
346eb007-7885-4549-b960-b814bab37e69,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67000.80695,5840,CANCELLED,2026-04-14T20:28:49.707437+00:00
71f22dd9-548a-4ec7-b56f-a52191b2dc66,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66584.953561,6868,CANCELLED,2026-04-14T20:28:49.703445+00:00
64ab9b0f-5093-447f-9b88-e5e3bc4e427d,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66898.904811,5686,NEW,2026-04-14T20:28:47.398627+00:00
77b76fe4-922c-478e-ba67-b668e4f3772b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67149.479012,6365,NEW,2026-04-14T20:28:47.398560+00:00
346eb007-7885-4549-b960-b814bab37e69,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67000.80695,5840,NEW,2026-04-14T20:28:47.398475+00:00
71f22dd9-548a-4ec7-b56f-a52191b2dc66,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66584.953561,6868,NEW,2026-04-14T20:28:47.398290+00:00
b61b3765-625e-44c2-aba7-33ae8e85818d,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66961.794347,318,FILLED,2026-04-14T20:28:47.393917+00:00
b68496ed-9123-4201-b998-e62a2ef27669,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67149.496918,7022,CANCELLED,2026-04-14T20:28:47.393569+00:00
5cdb6ac5-938a-4861-a7f0-718c2c40773b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66722.205184,6420,CANCELLED,2026-04-14T20:28:47.393439+00:00
6e1fafc4-b7e1-4089-8b7f-a0111b79adbd,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66975.349231,4500,CANCELLED,2026-04-14T20:28:47.393289+00:00
49b4568d-fe2e-4ea8-813f-239d1448f29b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66734.626719,5916,CANCELLED,2026-04-14T20:28:47.392430+00:00
44657b1e-8890-4b55-ba5b-85d30df8056d,wash_001b,wash_trader,TSLA,sell,354.159447,678,FILLED,2026-04-14T20:28:47.395215+00:00
3150ecfa-0e12-4434-8de5-542d69d7aa58,wash_001a,wash_trader,TSLA,buy,354.159447,678,FILLED,2026-04-14T20:28:47.395108+00:00
44657b1e-8890-4b55-ba5b-85d30df8056d,wash_001b,wash_trader,TSLA,sell,354.159447,678,NEW,2026-04-14T20:28:47.394976+00:00
3150ecfa-0e12-4434-8de5-542d69d7aa58,wash_001a,wash_trader,TSLA,buy,354.159447,678,NEW,2026-04-14T20:28:47.394697+00:00
b68496ed-9123-4201-b998-e62a2ef27669,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67149.496918,7022,NEW,2026-04-14T20:28:45.108808+00:00
5cdb6ac5-938a-4861-a7f0-718c2c40773b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66722.205184,6420,NEW,2026-04-14T20:28:45.108700+00:00
6e1fafc4-b7e1-4089-8b7f-a0111b79adbd,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66975.349231,4500,NEW,2026-04-14T20:28:45.108633+00:00
49b4568d-fe2e-4ea8-813f-239d1448f29b,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66734.626719,5916,NEW,2026-04-14T20:28:45.108191+00:00
cdb4cf77-a626-4298-8272-29bb87246748,normal_012,normal,AAPL,sell,245.73033,512,FILLED,2026-04-14T20:28:44.110638+00:00
cdb4cf77-a626-4298-8272-29bb87246748,normal_012,normal,AAPL,sell,245.73033,512,NEW,2026-04-14T20:28:44.108292+00:00
9cd651f4-c5a6-4a07-a79a-2bb7c8a77bda,spoofer_002,spoofer,TSLA,buy,354.431458,487,FILLED,2026-04-14T20:28:40.096022+00:00
b9114d2e-8111-49e8-a43f-fae571e861d8,spoofer_002,spoofer,TSLA,sell,352.642084,9761,CANCELLED,2026-04-14T20:28:40.095731+00:00
513b8b60-9f7e-470b-866d-fe4aaedc2931,spoofer_002,spoofer,TSLA,sell,352.773124,9965,CANCELLED,2026-04-14T20:28:40.095529+00:00
cc4418a3-95bb-4ec2-97b9-017f1291f614,spoofer_002,spoofer,TSLA,sell,355.607021,11443,CANCELLED,2026-04-14T20:28:40.094071+00:00
0c1d9e49-c356-49a7-bf99-2a01f9db6e03,normal_006,normal,BINANCE:XRPUSDT,buy,1.333196,108,FILLED,2026-04-14T20:28:39.065885+00:00
0c1d9e49-c356-49a7-bf99-2a01f9db6e03,normal_006,normal,BINANCE:XRPUSDT,buy,1.333196,108,NEW,2026-04-14T20:28:39.065710+00:00
b9114d2e-8111-49e8-a43f-fae571e861d8,spoofer_002,spoofer,TSLA,sell,352.642084,9761,NEW,2026-04-14T20:28:39.066197+00:00
513b8b60-9f7e-470b-866d-fe4aaedc2931,spoofer_002,spoofer,TSLA,sell,352.773124,9965,NEW,2026-04-14T20:28:39.066178+00:00
ed6c9b04-bd8e-4886-b5a6-4938953d5220,spoofer_002,spoofer,TSLA,sell,354.319256,8371,NEW,2026-04-14T20:28:39.066154+00:00
cc4418a3-95bb-4ec2-97b9-017f1291f614,spoofer_002,spoofer,TSLA,sell,355.607021,11443,NEW,2026-04-14T20:28:39.066123+00:00
a6866df5-512f-4bac-89c2-24e121ea7d37,spoofer_002,spoofer,TSLA,sell,355.799529,9225,NEW,2026-04-14T20:28:39.066069+00:00
20743306-73ac-4939-9b35-874cdf9e14c0,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66957.59698,318,FILLED,2026-04-14T20:28:39.062426+00:00
4f672345-3617-45de-8aaf-1f3da154de74,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66763.506873,6966,CANCELLED,2026-04-14T20:28:39.062274+00:00
ed6122ff-6ad5-4d39-87f9-d45ebc45463e,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66865.930623,5935,CANCELLED,2026-04-14T20:28:39.062185+00:00
69326f62-3b8d-4c22-99ab-3286cbeea3a5,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66675.734582,6503,CANCELLED,2026-04-14T20:28:39.061610+00:00
4f672345-3617-45de-8aaf-1f3da154de74,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66763.506873,6966,NEW,2026-04-14T20:28:36.892757+00:00
ed6122ff-6ad5-4d39-87f9-d45ebc45463e,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66865.930623,5935,NEW,2026-04-14T20:28:36.892627+00:00
69326f62-3b8d-4c22-99ab-3286cbeea3a5,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66675.734582,6503,NEW,2026-04-14T20:28:36.892519+00:00
94f0c68c-a2f4-4ec7-8732-7af1b4e4f741,normal_020,normal,BINANCE:XRPUSDT,buy,1.332452,632,FILLED,2026-04-14T20:28:36.892342+00:00
94f0c68c-a2f4-4ec7-8732-7af1b4e4f741,normal_020,normal,BINANCE:XRPUSDT,buy,1.332452,632,NEW,2026-04-14T20:28:36.891893+00:00
6ceebe21-b66f-46a4-9c8d-9b5761479ef0,normal_003,normal,BINANCE:ETHUSDT,sell,2040.650564,170,FILLED,2026-04-14T20:28:34.886880+00:00
6ceebe21-b66f-46a4-9c8d-9b5761479ef0,normal_003,normal,BINANCE:ETHUSDT,sell,2040.650564,170,NEW,2026-04-14T20:28:34.886762+00:00
e5f2e62f-7d66-4ef5-81e1-91eb35273935,spoofer_002,spoofer,TSLA,sell,354.213315,487,FILLED,2026-04-14T20:28:34.882847+00:00
aed12573-74ef-428b-aaf6-a33d8bf5ed27,spoofer_002,spoofer,TSLA,buy,353.515655,8920,CANCELLED,2026-04-14T20:28:34.882695+00:00
85f296b7-11ae-40aa-a281-04fd2ba1b399,spoofer_002,spoofer,TSLA,buy,354.661716,12203,CANCELLED,2026-04-14T20:28:34.882596+00:00
c2ebca61-1a01-4d64-8737-37f6314fbe42,spoofer_002,spoofer,TSLA,buy,355.54552,10379,CANCELLED,2026-04-14T20:28:34.882508+00:00
a7de769b-aea7-4bc3-bf3d-77dfc71d5b11,spoofer_002,spoofer,TSLA,buy,354.799573,9777,CANCELLED,2026-04-14T20:28:34.882389+00:00
23e202ee-f382-4d89-b087-ed9c418db6b6,spoofer_002,spoofer,TSLA,buy,352.68422,9377,CANCELLED,2026-04-14T20:28:34.881761+00:00
aed12573-74ef-428b-aaf6-a33d8bf5ed27,spoofer_002,spoofer,TSLA,buy,353.515655,8920,NEW,2026-04-14T20:28:33.827549+00:00
85f296b7-11ae-40aa-a281-04fd2ba1b399,spoofer_002,spoofer,TSLA,buy,354.661716,12203,NEW,2026-04-14T20:28:33.827369+00:00
4cfa3cdc-8900-4ba0-81fc-e619cb40969e,spoofer_002,spoofer,TSLA,buy,353.368794,8742,NEW,2026-04-14T20:28:33.827253+00:00
c2ebca61-1a01-4d64-8737-37f6314fbe42,spoofer_002,spoofer,TSLA,buy,355.54552,10379,NEW,2026-04-14T20:28:33.826969+00:00
a7de769b-aea7-4bc3-bf3d-77dfc71d5b11,spoofer_002,spoofer,TSLA,buy,354.799573,9777,NEW,2026-04-14T20:28:33.826681+00:00
23e202ee-f382-4d89-b087-ed9c418db6b6,spoofer_002,spoofer,TSLA,buy,352.68422,9377,NEW,2026-04-14T20:28:33.822249+00:00
fc140679-ebdc-473b-852c-85a35446a98b,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332361,178,FILLED,2026-04-14T20:28:32.820473+00:00
fc140679-ebdc-473b-852c-85a35446a98b,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332361,178,NEW,2026-04-14T20:28:32.820296+00:00
496b0372-449c-49f2-85cf-da0daf85d92f,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332361,178,FILLED,2026-04-14T20:28:32.820405+00:00
496b0372-449c-49f2-85cf-da0daf85d92f,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332361,178,NEW,2026-04-14T20:28:32.819993+00:00
f1ebc6bf-bdef-40f2-83b9-bf5def0b7b8f,spoofer_002,spoofer,TSLA,sell,353.938038,487,FILLED,2026-04-14T20:28:31.636268+00:00
88634d91-adf3-40ec-b174-da82b0e4b949,spoofer_002,spoofer,TSLA,buy,352.61487,9156,CANCELLED,2026-04-14T20:28:31.635924+00:00
2e62fbc6-9382-4a6d-9b12-a05350466652,spoofer_002,spoofer,TSLA,buy,355.83398,9061,CANCELLED,2026-04-14T20:28:31.635769+00:00
219b60bf-bb33-4f94-90d8-5e26811a39b8,spoofer_002,spoofer,TSLA,buy,355.465234,9324,CANCELLED,2026-04-14T20:28:31.635633+00:00
21f7ff3f-70ab-4928-baf7-e7b0b66f18b8,spoofer_002,spoofer,TSLA,buy,354.620358,8866,CANCELLED,2026-04-14T20:28:31.635427+00:00
6450c830-0d63-4fba-b043-217b635f5647,spoofer_002,spoofer,TSLA,buy,352.79868,9639,CANCELLED,2026-04-14T20:28:31.635195+00:00
5cbfeac8-0982-4c6c-b71d-7d4d9d2d7b51,spoofer_002,spoofer,TSLA,buy,354.255707,11469,CANCELLED,2026-04-14T20:28:31.634351+00:00
88634d91-adf3-40ec-b174-da82b0e4b949,spoofer_002,spoofer,TSLA,buy,352.61487,9156,NEW,2026-04-14T20:28:30.816701+00:00
2e62fbc6-9382-4a6d-9b12-a05350466652,spoofer_002,spoofer,TSLA,buy,355.83398,9061,NEW,2026-04-14T20:28:30.816610+00:00
219b60bf-bb33-4f94-90d8-5e26811a39b8,spoofer_002,spoofer,TSLA,buy,355.465234,9324,NEW,2026-04-14T20:28:30.816496+00:00
21f7ff3f-70ab-4928-baf7-e7b0b66f18b8,spoofer_002,spoofer,TSLA,buy,354.620358,8866,NEW,2026-04-14T20:28:30.816385+00:00
6450c830-0d63-4fba-b043-217b635f5647,spoofer_002,spoofer,TSLA,buy,352.79868,9639,NEW,2026-04-14T20:28:30.816271+00:00
5cbfeac8-0982-4c6c-b71d-7d4d9d2d7b51,spoofer_002,spoofer,TSLA,buy,354.255707,11469,NEW,2026-04-14T20:28:30.815372+00:00
151e362d-2436-45f6-aaf2-3781d2b39fec,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332211,181,FILLED,2026-04-14T20:28:29.808858+00:00
151e362d-2436-45f6-aaf2-3781d2b39fec,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332211,181,NEW,2026-04-14T20:28:29.808597+00:00
2305b817-a07d-4988-b4e2-ac40bd4eb653,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332211,181,FILLED,2026-04-14T20:28:29.808789+00:00
2305b817-a07d-4988-b4e2-ac40bd4eb653,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332211,181,NEW,2026-04-14T20:28:29.808509+00:00
4876d808-87e0-4401-8065-c6796e805013,spoofer_001,spoofer,AAPL,buy,245.806061,480,FILLED,2026-04-14T20:28:29.807933+00:00
ada0193c-3a81-4675-a7fb-e5239bc1dfdb,spoofer_001,spoofer,AAPL,sell,245.306381,9775,CANCELLED,2026-04-14T20:28:29.806434+00:00
ad965a5c-9564-4f69-a7ea-e35ab7123a83,spoofer_001,spoofer,AAPL,sell,245.51543,9441,CANCELLED,2026-04-14T20:28:29.806356+00:00
12257d0e-8394-4548-a2ca-8d1927560346,spoofer_001,spoofer,AAPL,sell,246.186937,9984,CANCELLED,2026-04-14T20:28:29.806213+00:00
2f1435ce-cc20-4d90-b357-db8466b7fd7a,spoofer_001,spoofer,AAPL,sell,245.656629,9782,CANCELLED,2026-04-14T20:28:29.806148+00:00
57b1285f-6b15-4ded-a21e-e3eb2260a4b3,spoofer_001,spoofer,AAPL,sell,247.101977,9358,CANCELLED,2026-04-14T20:28:29.806069+00:00
b9116a1c-77dd-4d32-9287-cd6bf89fd5ba,spoofer_001,spoofer,AAPL,sell,246.267586,10148,CANCELLED,2026-04-14T20:28:29.805821+00:00
69bd15ca-72e5-46a2-a50f-6f0b3f74acf4,spoofer_001,spoofer,AAPL,sell,245.862936,9747,CANCELLED,2026-04-14T20:28:29.799751+00:00
ada0193c-3a81-4675-a7fb-e5239bc1dfdb,spoofer_001,spoofer,AAPL,sell,245.306381,9775,NEW,2026-04-14T20:28:28.167867+00:00
ad965a5c-9564-4f69-a7ea-e35ab7123a83,spoofer_001,spoofer,AAPL,sell,245.51543,9441,NEW,2026-04-14T20:28:28.167724+00:00
12257d0e-8394-4548-a2ca-8d1927560346,spoofer_001,spoofer,AAPL,sell,246.186937,9984,NEW,2026-04-14T20:28:28.167548+00:00
2f1435ce-cc20-4d90-b357-db8466b7fd7a,spoofer_001,spoofer,AAPL,sell,245.656629,9782,NEW,2026-04-14T20:28:28.167429+00:00
57b1285f-6b15-4ded-a21e-e3eb2260a4b3,spoofer_001,spoofer,AAPL,sell,247.101977,9358,NEW,2026-04-14T20:28:28.167296+00:00
b9116a1c-77dd-4d32-9287-cd6bf89fd5ba,spoofer_001,spoofer,AAPL,sell,246.267586,10148,NEW,2026-04-14T20:28:28.167122+00:00
69bd15ca-72e5-46a2-a50f-6f0b3f74acf4,spoofer_001,spoofer,AAPL,sell,245.862936,9747,NEW,2026-04-14T20:28:28.166271+00:00
50bd3afb-8328-491b-a1ae-2fbfe4b9185d,spoofer_002,spoofer,TSLA,sell,354.277779,487,FILLED,2026-04-14T20:28:28.025176+00:00
ce6b3bfd-3b9a-4f81-af9c-98abbfdc03d7,spoofer_002,spoofer,TSLA,buy,354.025173,10616,CANCELLED,2026-04-14T20:28:28.024949+00:00
b899cb59-d2f6-4618-8343-c491ecc4f164,spoofer_002,spoofer,TSLA,buy,355.728649,10098,CANCELLED,2026-04-14T20:28:28.024849+00:00
df4f4279-37da-4e16-ba46-f34329fb3f61,spoofer_002,spoofer,TSLA,buy,353.003076,9516,CANCELLED,2026-04-14T20:28:28.024730+00:00
043eafc4-6bc2-4523-bb55-6a0ceb8d3289,spoofer_002,spoofer,TSLA,buy,352.487935,10507,CANCELLED,2026-04-14T20:28:28.024549+00:00
4c0fa2bf-c89d-423f-b8f8-cc67c5a73c80,spoofer_002,spoofer,TSLA,buy,354.499031,10544,CANCELLED,2026-04-14T20:28:28.022654+00:00
ce6b3bfd-3b9a-4f81-af9c-98abbfdc03d7,spoofer_002,spoofer,TSLA,buy,354.025173,10616,NEW,2026-04-14T20:28:27.164193+00:00
b899cb59-d2f6-4618-8343-c491ecc4f164,spoofer_002,spoofer,TSLA,buy,355.728649,10098,NEW,2026-04-14T20:28:27.164150+00:00
df4f4279-37da-4e16-ba46-f34329fb3f61,spoofer_002,spoofer,TSLA,buy,353.003076,9516,NEW,2026-04-14T20:28:27.164112+00:00
043eafc4-6bc2-4523-bb55-6a0ceb8d3289,spoofer_002,spoofer,TSLA,buy,352.487935,10507,NEW,2026-04-14T20:28:27.164030+00:00
4c0fa2bf-c89d-423f-b8f8-cc67c5a73c80,spoofer_002,spoofer,TSLA,buy,354.499031,10544,NEW,2026-04-14T20:28:27.163897+00:00
c509006f-5e04-4fa1-b6f5-469efe97140d,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332046,169,FILLED,2026-04-14T20:28:27.157022+00:00
c509006f-5e04-4fa1-b6f5-469efe97140d,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332046,169,NEW,2026-04-14T20:28:27.156762+00:00
c11c943f-a498-4059-a98d-1d418b4193ac,normal_003,normal,BINANCE:BTCUSDT,buy,67023.313527,147,CANCELLED,2026-04-14T20:28:27.153617+00:00
0e35bebb-bb3b-40c2-b5b8-e0b5a3f1ca6a,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332046,169,FILLED,2026-04-14T20:28:27.157171+00:00
0e35bebb-bb3b-40c2-b5b8-e0b5a3f1ca6a,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332046,169,NEW,2026-04-14T20:28:27.156930+00:00
c11c943f-a498-4059-a98d-1d418b4193ac,normal_003,normal,BINANCE:BTCUSDT,buy,67023.313527,147,NEW,2026-04-14T20:27:36.371067+00:00
0d362f70-fa6d-45e5-aa77-c227bb9889da,spoofer_002,spoofer,TSLA,buy,354.301956,487,FILLED,2026-04-14T20:27:33.361936+00:00
9d5d6bdc-1d4c-4ee1-b67d-a3ec6640e4ef,spoofer_002,spoofer,TSLA,sell,353.876849,11148,CANCELLED,2026-04-14T20:27:33.361831+00:00
a54bed70-f0ce-4961-b2d0-9431e9479284,spoofer_002,spoofer,TSLA,sell,355.037535,9779,CANCELLED,2026-04-14T20:27:33.361775+00:00
8b6aa9cf-c9c2-44af-bb07-63b68b789364,spoofer_002,spoofer,TSLA,sell,355.434284,10775,CANCELLED,2026-04-14T20:27:33.361661+00:00
960328b3-b76e-4523-9dad-ebcae31e5935,spoofer_002,spoofer,TSLA,sell,355.361112,8358,CANCELLED,2026-04-14T20:27:33.361596+00:00
36763097-f143-47e7-ae99-4e9b5994270a,spoofer_002,spoofer,TSLA,sell,354.725759,9207,CANCELLED,2026-04-14T20:27:33.361508+00:00
301be847-8b39-495c-bb19-bb0f410f0aaa,spoofer_002,spoofer,TSLA,sell,353.911939,9041,CANCELLED,2026-04-14T20:27:33.361289+00:00
05b2a222-3fe7-4670-8959-4ca0c2539fe6,spoofer_002,spoofer,TSLA,sell,354.364668,8391,CANCELLED,2026-04-14T20:27:33.360579+00:00
9d5d6bdc-1d4c-4ee1-b67d-a3ec6640e4ef,spoofer_002,spoofer,TSLA,sell,353.876849,11148,NEW,2026-04-14T20:27:32.225451+00:00
a54bed70-f0ce-4961-b2d0-9431e9479284,spoofer_002,spoofer,TSLA,sell,355.037535,9779,NEW,2026-04-14T20:27:32.225404+00:00
8b6aa9cf-c9c2-44af-bb07-63b68b789364,spoofer_002,spoofer,TSLA,sell,355.434284,10775,NEW,2026-04-14T20:27:32.225326+00:00
960328b3-b76e-4523-9dad-ebcae31e5935,spoofer_002,spoofer,TSLA,sell,355.361112,8358,NEW,2026-04-14T20:27:32.225083+00:00
36763097-f143-47e7-ae99-4e9b5994270a,spoofer_002,spoofer,TSLA,sell,354.725759,9207,NEW,2026-04-14T20:27:32.223644+00:00
55e27e58-3194-45fd-8f88-164a85799e37,spoofer_002,spoofer,TSLA,sell,352.660374,8797,NEW,2026-04-14T20:27:32.223575+00:00
301be847-8b39-495c-bb19-bb0f410f0aaa,spoofer_002,spoofer,TSLA,sell,353.911939,9041,NEW,2026-04-14T20:27:32.223497+00:00
05b2a222-3fe7-4670-8959-4ca0c2539fe6,spoofer_002,spoofer,TSLA,sell,354.364668,8391,NEW,2026-04-14T20:27:32.223006+00:00
8810cb89-3d43-4d4b-83a0-42f741f00c49,normal_017,normal,BINANCE:BTCUSDT,buy,66835.651413,174,FILLED,2026-04-14T20:27:31.221376+00:00
8810cb89-3d43-4d4b-83a0-42f741f00c49,normal_017,normal,BINANCE:BTCUSDT,buy,66835.651413,174,NEW,2026-04-14T20:27:31.221285+00:00
96753796-e625-4ba4-8d2c-3a124bc8067c,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66830.671053,318,FILLED,2026-04-14T20:27:31.217959+00:00
c85cef11-63aa-4809-8020-96176eb667de,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66818.083274,7477,CANCELLED,2026-04-14T20:27:31.216087+00:00
e526dac6-2d69-4150-a24e-00c6f3b9ff58,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,67001.58059,6667,CANCELLED,2026-04-14T20:27:31.215992+00:00
48881896-0488-40f5-9363-2a04811155ee,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66787.195414,6765,CANCELLED,2026-04-14T20:27:31.215911+00:00
e675567a-e5b3-454a-aa78-4a1093a18389,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66934.924979,6842,CANCELLED,2026-04-14T20:27:31.215798+00:00
be67e094-cc44-443b-b7b8-3c7e92666ce1,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66890.673004,6917,CANCELLED,2026-04-14T20:27:31.215704+00:00
d28a19b4-3f21-42f6-b27a-2a5de1b89767,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,67072.321323,6712,CANCELLED,2026-04-14T20:27:31.215584+00:00
d7cc49c2-fae4-4409-a773-0029f8126d59,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66566.717928,6499,CANCELLED,2026-04-14T20:27:31.214129+00:00
c85cef11-63aa-4809-8020-96176eb667de,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66818.083274,7477,NEW,2026-04-14T20:27:29.463560+00:00
e526dac6-2d69-4150-a24e-00c6f3b9ff58,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,67001.58059,6667,NEW,2026-04-14T20:27:29.463380+00:00
48881896-0488-40f5-9363-2a04811155ee,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66787.195414,6765,NEW,2026-04-14T20:27:29.463268+00:00
e675567a-e5b3-454a-aa78-4a1093a18389,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66934.924979,6842,NEW,2026-04-14T20:27:29.463129+00:00
be67e094-cc44-443b-b7b8-3c7e92666ce1,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66890.673004,6917,NEW,2026-04-14T20:27:29.462998+00:00
d28a19b4-3f21-42f6-b27a-2a5de1b89767,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,67072.321323,6712,NEW,2026-04-14T20:27:29.462856+00:00
d7cc49c2-fae4-4409-a773-0029f8126d59,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66566.717928,6499,NEW,2026-04-14T20:27:29.461975+00:00
35b75465-e126-4ae4-ac65-dae2fe3ba238,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66931.418865,318,FILLED,2026-04-14T20:27:25.447881+00:00
e95eaf98-7236-4547-87fc-eba441b2620e,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,67164.263589,5654,CANCELLED,2026-04-14T20:27:25.447799+00:00
1b6f0d83-434a-4328-8f28-8bbf14fb1a3e,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66607.530489,7124,CANCELLED,2026-04-14T20:27:25.447764+00:00
4d1116cd-1ea8-4696-9af0-19fa8da75d21,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66590.531338,7213,CANCELLED,2026-04-14T20:27:25.447704+00:00
f3aa0067-5c14-443e-9db2-a0810bd61a6d,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66715.613439,5816,CANCELLED,2026-04-14T20:27:25.447359+00:00
f2764717-7f26-467b-9079-cd476f188fec,wash_001a,wash_trader,TSLA,sell,354.278569,685,FILLED,2026-04-14T20:27:25.448218+00:00
4e7c68d0-65ae-45c1-a01b-9aec1cc68084,wash_001b,wash_trader,TSLA,buy,354.278569,685,FILLED,2026-04-14T20:27:25.448187+00:00
f2764717-7f26-467b-9079-cd476f188fec,wash_001a,wash_trader,TSLA,sell,354.278569,685,NEW,2026-04-14T20:27:25.448110+00:00
4e7c68d0-65ae-45c1-a01b-9aec1cc68084,wash_001b,wash_trader,TSLA,buy,354.278569,685,NEW,2026-04-14T20:27:25.448042+00:00
