alert_type,trader_id,symbol,cancel_count,total_orders,cancel_rate,match_count,trader_id_1,trader_id_2,window_start,window_end,detected_at
SPOOFING,spoofer_002,TSLA,21,25,0.84,,,,2026-04-14 20:30:30,2026-04-14 20:32:30,2026-04-14 20:32:38
SPOOFING,spoofer_002,TSLA,14,17,0.8235294117647058,,,,2026-04-14 20:30:00,2026-04-14 20:32:00,2026-04-14 20:32:31
SPOOFING,spoofer_002,TSLA,14,17,0.8235294117647058,,,,2026-04-14 20:29:30,2026-04-14 20:31:30,2026-04-14 20:32:31
SPOOFING,spoofer_002,TSLA,20,24,0.8333333333333334,,,,2026-04-14 20:29:00,2026-04-14 20:31:00,2026-04-14 20:32:31
SPOOFING,spoofer_002,TSLA,20,24,0.8333333333333334,,,,2026-04-14 20:28:30,2026-04-14 20:30:30,2026-04-14 20:30:44
SPOOFING,spoofer_002,TSLA,25,30,0.8333333333333334,,,,2026-04-14 20:28:00,2026-04-14 20:30:00,2026-04-14 20:30:44
SPOOFING,spoofer_001,AAPL,12,14,0.8571428571428571,,,,2026-04-14 20:28:00,2026-04-14 20:30:00,2026-04-14 20:30:44
SPOOFING,spoofer_001,AAPL,12,14,0.8571428571428571,,,,2026-04-14 20:27:30,2026-04-14 20:29:30,2026-04-14 20:30:44
SPOOFING,spoofer_002,TSLA,32,38,0.8421052631578947,,,,2026-04-14 20:27:30,2026-04-14 20:29:30,2026-04-14 20:30:44
SPOOFING,spoofer_003,BINANCE:BTCUSDT,18,22,0.8181818181818182,,,,2026-04-14 20:27:30,2026-04-14 20:29:30,2026-04-14 20:30:44
SPOOFING,spoofer_002,TSLA,33,41,0.8048780487804879,,,,2026-04-14 20:27:00,2026-04-14 20:29:00,2026-04-14 20:30:44
SPOOFING,spoofer_001,AAPL,17,21,0.8095238095238095,,,,2026-04-14 20:27:00,2026-04-14 20:29:00,2026-04-14 20:30:44
SPOOFING,spoofer_003,BINANCE:BTCUSDT,35,42,0.8333333333333334,,,,2026-04-14 20:27:00,2026-04-14 20:29:00,2026-04-14 20:30:44
SPOOFING,spoofer_002,TSLA,38,47,0.8085106382978723,,,,2026-04-14 20:26:30,2026-04-14 20:28:30,2026-04-14 20:28:47
SPOOFING,spoofer_003,BINANCE:BTCUSDT,31,37,0.8378378378378378,,,,2026-04-14 20:26:30,2026-04-14 20:28:30,2026-04-14 20:28:47
SPOOFING,spoofer_002,TSLA,33,41,0.8048780487804879,,,,2026-04-14 20:26:00,2026-04-14 20:28:00,2026-04-14 20:28:47
SPOOFING,spoofer_003,BINANCE:BTCUSDT,31,37,0.8378378378378378,,,,2026-04-14 20:26:00,2026-04-14 20:28:00,2026-04-14 20:28:47
SPOOFING,spoofer_002,TSLA,49,61,0.8032786885245902,,,,2026-04-14 20:25:30,2026-04-14 20:27:30,2026-04-14 20:28:47
SPOOFING,spoofer_003,BINANCE:BTCUSDT,45,54,0.8333333333333334,,,,2026-04-14 20:25:30,2026-04-14 20:27:30,2026-04-14 20:28:47
SPOOFING,spoofer_002,TSLA,56,68,0.8235294117647058,,,,2026-04-14 20:25:00,2026-04-14 20:27:00,2026-04-14 20:27:11
SPOOFING,spoofer_003,BINANCE:BTCUSDT,39,48,0.8125,,,,2026-04-14 20:25:00,2026-04-14 20:27:00,2026-04-14 20:27:11
SPOOFING,spoofer_002,TSLA,37,45,0.8222222222222222,,,,2026-04-14 20:24:30,2026-04-14 20:26:30,2026-04-14 20:26:52
SPOOFING,spoofer_003,BINANCE:BTCUSDT,32,39,0.8205128205128205,,,,2026-04-14 20:24:30,2026-04-14 20:26:30,2026-04-14 20:26:52
SPOOFING,spoofer_002,TSLA,44,53,0.8301886792452831,,,,2026-04-14 20:24:00,2026-04-14 20:26:00,2026-04-14 20:26:52
SPOOFING,spoofer_003,BINANCE:BTCUSDT,32,39,0.8205128205128205,,,,2026-04-14 20:24:00,2026-04-14 20:26:00,2026-04-14 20:26:52
SPOOFING,spoofer_002,TSLA,21,25,0.84,,,,2026-04-14 20:23:30,2026-04-14 20:25:30,2026-04-14 20:25:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,12,14,0.8571428571428571,,,,2026-04-14 20:22:30,2026-04-14 20:24:30,2026-04-14 20:25:10
SPOOFING,spoofer_002,TSLA,15,18,0.8333333333333334,,,,2026-04-14 20:22:30,2026-04-14 20:24:30,2026-04-14 20:25:10
SPOOFING,spoofer_001,AAPL,13,16,0.8125,,,,2026-04-14 20:22:00,2026-04-14 20:24:00,2026-04-14 20:25:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,26,0.8461538461538461,,,,2026-04-14 20:22:00,2026-04-14 20:24:00,2026-04-14 20:25:10
SPOOFING,spoofer_002,TSLA,20,24,0.8333333333333334,,,,2026-04-14 20:22:00,2026-04-14 20:24:00,2026-04-14 20:25:10
SPOOFING,spoofer_002,TSLA,20,24,0.8333333333333334,,,,2026-04-14 20:21:30,2026-04-14 20:23:30,2026-04-14 20:25:10
SPOOFING,spoofer_001,AAPL,13,16,0.8125,,,,2026-04-14 20:21:30,2026-04-14 20:23:30,2026-04-14 20:25:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,26,0.8461538461538461,,,,2026-04-14 20:21:30,2026-04-14 20:23:30,2026-04-14 20:25:10
SPOOFING,spoofer_002,TSLA,18,21,0.8571428571428571,,,,2026-04-14 20:21:00,2026-04-14 20:23:00,2026-04-14 20:25:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,26,0.8461538461538461,,,,2026-04-14 20:21:00,2026-04-14 20:23:00,2026-04-14 20:25:10
SPOOFING,spoofer_001,AAPL,13,16,0.8125,,,,2026-04-14 20:21:00,2026-04-14 20:23:00,2026-04-14 20:25:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,21,25,0.84,,,,2026-04-14 20:20:30,2026-04-14 20:22:30,2026-04-14 20:23:04
SPOOFING,spoofer_002,TSLA,44,53,0.8301886792452831,,,,2026-04-14 20:20:30,2026-04-14 20:22:30,2026-04-14 20:23:04
SPOOFING,spoofer_002,TSLA,40,49,0.8163265306122449,,,,2026-04-14 20:20:00,2026-04-14 20:22:00,2026-04-14 20:22:09
SPOOFING,spoofer_003,BINANCE:BTCUSDT,42,51,0.8235294117647058,,,,2026-04-14 20:20:00,2026-04-14 20:22:00,2026-04-14 20:22:09
SPOOFING,spoofer_002,TSLA,53,64,0.828125,,,,2026-04-14 20:19:30,2026-04-14 20:21:30,2026-04-14 20:22:09
SPOOFING,spoofer_003,BINANCE:BTCUSDT,63,76,0.8289473684210527,,,,2026-04-14 20:19:30,2026-04-14 20:21:30,2026-04-14 20:22:09
SPOOFING,spoofer_001,AAPL,21,26,0.8076923076923077,,,,2026-04-14 20:19:30,2026-04-14 20:21:30,2026-04-14 20:22:09
SPOOFING,spoofer_002,TSLA,62,75,0.8266666666666667,,,,2026-04-14 20:19:00,2026-04-14 20:21:00,2026-04-14 20:22:09
SPOOFING,spoofer_003,BINANCE:BTCUSDT,71,86,0.8255813953488372,,,,2026-04-14 20:19:00,2026-04-14 20:21:00,2026-04-14 20:22:09
SPOOFING,spoofer_003,BINANCE:BTCUSDT,66,80,0.825,,,,2026-04-14 20:18:30,2026-04-14 20:20:30,2026-04-14 20:20:43
SPOOFING,spoofer_002,TSLA,30,36,0.8333333333333334,,,,2026-04-14 20:18:30,2026-04-14 20:20:30,2026-04-14 20:20:43
SPOOFING,spoofer_003,BINANCE:BTCUSDT,39,47,0.8297872340425532,,,,2026-04-14 20:18:00,2026-04-14 20:20:00,2026-04-14 20:20:33
SPOOFING,spoofer_002,TSLA,32,38,0.8421052631578947,,,,2026-04-14 20:18:00,2026-04-14 20:20:00,2026-04-14 20:20:33
SPOOFING,spoofer_002,TSLA,27,33,0.8181818181818182,,,,2026-04-14 20:17:30,2026-04-14 20:19:30,2026-04-14 20:19:43
SPOOFING,spoofer_003,BINANCE:BTCUSDT,35,43,0.813953488372093,,,,2026-04-14 20:17:30,2026-04-14 20:19:30,2026-04-14 20:19:43
SPOOFING,spoofer_002,TSLA,18,22,0.8181818181818182,,,,2026-04-14 20:17:00,2026-04-14 20:19:00,2026-04-14 20:19:11
SPOOFING,spoofer_003,BINANCE:BTCUSDT,21,26,0.8076923076923077,,,,2026-04-14 20:17:00,2026-04-14 20:19:00,2026-04-14 20:19:11
SPOOFING,spoofer_002,TSLA,18,22,0.8181818181818182,,,,2026-04-14 20:16:30,2026-04-14 20:18:30,2026-04-14 20:19:11
SPOOFING,spoofer_003,BINANCE:BTCUSDT,32,39,0.8205128205128205,,,,2026-04-14 20:16:30,2026-04-14 20:18:30,2026-04-14 20:19:11
SPOOFING,spoofer_002,TSLA,17,21,0.8095238095238095,,,,2026-04-14 20:16:00,2026-04-14 20:18:00,2026-04-14 20:18:10
SPOOFING,spoofer_001,AAPL,15,18,0.8333333333333334,,,,2026-04-14 20:16:00,2026-04-14 20:18:00,2026-04-14 20:18:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,45,54,0.8333333333333334,,,,2026-04-14 20:16:00,2026-04-14 20:18:00,2026-04-14 20:18:10
SPOOFING,spoofer_003,BINANCE:BTCUSDT,28,33,0.8484848484848485,,,,2026-04-14 20:15:30,2026-04-14 20:17:30,2026-04-14 20:17:40
SPOOFING,spoofer_001,AAPL,12,14,0.8571428571428571,,,,2026-04-14 20:15:30,2026-04-14 20:17:30,2026-04-14 20:17:40
SPOOFING,spoofer_003,BINANCE:BTCUSDT,28,33,0.8484848484848485,,,,2026-04-14 20:15:00,2026-04-14 20:17:00,2026-04-14 20:17:40
SPOOFING,spoofer_001,AAPL,12,14,0.8571428571428571,,,,2026-04-14 20:15:00,2026-04-14 20:17:00,2026-04-14 20:17:40
SPOOFING,spoofer_003,BINANCE:BTCUSDT,17,20,0.85,,,,2026-04-14 20:14:30,2026-04-14 20:16:30,2026-04-14 20:17:40
SPOOFING,spoofer_001,AAPL,12,14,0.8571428571428571,,,,2026-04-14 20:14:30,2026-04-14 20:16:30,2026-04-14 20:17:40
SPOOFING,spoofer_002,TSLA,17,21,0.8095238095238095,,,,2026-04-14 20:14:00,2026-04-14 20:16:00,2026-04-14 20:16:21
SPOOFING,spoofer_001,AAPL,24,29,0.8275862068965517,,,,2026-04-14 20:14:00,2026-04-14 20:16:00,2026-04-14 20:16:21
SPOOFING,spoofer_003,BINANCE:BTCUSDT,15,17,0.8823529411764706,,,,2026-04-14 20:14:00,2026-04-14 20:16:00,2026-04-14 20:16:21
SPOOFING,spoofer_003,BINANCE:BTCUSDT,39,45,0.8666666666666667,,,,2026-04-14 20:13:30,2026-04-14 20:15:30,2026-04-14 20:16:21
SPOOFING,spoofer_002,TSLA,25,30,0.8333333333333334,,,,2026-04-14 20:13:30,2026-04-14 20:15:30,2026-04-14 20:16:21
SPOOFING,spoofer_001,AAPL,32,39,0.8205128205128205,,,,2026-04-14 20:13:30,2026-04-14 20:15:30,2026-04-14 20:16:21
SPOOFING,spoofer_002,TSLA,25,30,0.8333333333333334,,,,2026-04-14 20:13:00,2026-04-14 20:15:00,2026-04-14 20:16:21
SPOOFING,spoofer_003,BINANCE:BTCUSDT,46,53,0.8679245283018868,,,,2026-04-14 20:13:00,2026-04-14 20:15:00,2026-04-14 20:16:21
SPOOFING,spoofer_001,AAPL,40,48,0.8333333333333334,,,,2026-04-14 20:13:00,2026-04-14 20:15:00,2026-04-14 20:16:21
SPOOFING,spoofer_003,BINANCE:BTCUSDT,46,53,0.8679245283018868,,,,2026-04-14 20:12:30,2026-04-14 20:14:30,2026-04-14 20:16:21
SPOOFING,spoofer_001,AAPL,40,48,0.8333333333333334,,,,2026-04-14 20:12:30,2026-04-14 20:14:30,2026-04-14 20:16:21
SPOOFING,spoofer_002,TSLA,23,27,0.8518518518518519,,,,2026-04-14 20:12:30,2026-04-14 20:14:30,2026-04-14 20:16:21
SPOOFING,spoofer_003,BINANCE:BTCUSDT,31,36,0.8611111111111112,,,,2026-04-14 20:12:00,2026-04-14 20:14:00,2026-04-14 20:16:21
SPOOFING,spoofer_002,TSLA,26,31,0.8387096774193549,,,,2026-04-14 20:12:00,2026-04-14 20:14:00,2026-04-14 20:16:21
SPOOFING,spoofer_001,AAPL,16,19,0.8421052631578947,,,,2026-04-14 20:12:00,2026-04-14 20:14:00,2026-04-14 20:16:21
SPOOFING,spoofer_002,TSLA,18,22,0.8181818181818182,,,,2026-04-14 20:11:30,2026-04-14 20:13:30,2026-04-14 20:13:41
SPOOFING,spoofer_002,TSLA,18,22,0.8181818181818182,,,,2026-04-14 20:11:00,2026-04-14 20:13:00,2026-04-14 20:13:41
SPOOFING,spoofer_002,TSLA,22,27,0.8148148148148148,,,,2026-04-14 20:10:30,2026-04-14 20:12:30,2026-04-14 20:13:41
SPOOFING,spoofer_001,AAPL,13,16,0.8125,,,,2026-04-14 20:10:30,2026-04-14 20:12:30,2026-04-14 20:13:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,23,27,0.8518518518518519,,,,2026-04-14 20:10:30,2026-04-14 20:12:30,2026-04-14 20:13:41
SPOOFING,spoofer_001,AAPL,17,21,0.8095238095238095,,,,2026-04-14 20:10:00,2026-04-14 20:12:00,2026-04-14 20:12:14
SPOOFING,spoofer_002,TSLA,28,34,0.8235294117647058,,,,2026-04-14 20:10:00,2026-04-14 20:12:00,2026-04-14 20:12:14
SPOOFING,spoofer_003,BINANCE:BTCUSDT,57,67,0.8507462686567164,,,,2026-04-14 20:10:00,2026-04-14 20:12:00,2026-04-14 20:12:14
SPOOFING,spoofer_001,AAPL,25,30,0.8333333333333334,,,,2026-04-14 20:09:30,2026-04-14 20:11:30,2026-04-14 20:12:14
SPOOFING,spoofer_003,BINANCE:BTCUSDT,77,91,0.8461538461538461,,,,2026-04-14 20:09:30,2026-04-14 20:11:30,2026-04-14 20:12:14
SPOOFING,spoofer_002,TSLA,48,58,0.8275862068965517,,,,2026-04-14 20:09:30,2026-04-14 20:11:30,2026-04-14 20:12:14
SPOOFING,spoofer_001,AAPL,31,37,0.8378378378378378,,,,2026-04-14 20:09:00,2026-04-14 20:11:00,2026-04-14 20:12:14
SPOOFING,spoofer_003,BINANCE:BTCUSDT,83,99,0.8383838383838383,,,,2026-04-14 20:09:00,2026-04-14 20:11:00,2026-04-14 20:12:14
SPOOFING,spoofer_002,TSLA,67,81,0.8271604938271605,,,,2026-04-14 20:09:00,2026-04-14 20:11:00,2026-04-14 20:12:14
SPOOFING,spoofer_002,TSLA,63,76,0.8289473684210527,,,,2026-04-14 20:08:30,2026-04-14 20:10:30,2026-04-14 20:10:45
SPOOFING,spoofer_001,AAPL,18,21,0.8571428571428571,,,,2026-04-14 20:08:30,2026-04-14 20:10:30,2026-04-14 20:10:45
SPOOFING,spoofer_003,BINANCE:BTCUSDT,60,72,0.8333333333333334,,,,2026-04-14 20:08:30,2026-04-14 20:10:30,2026-04-14 20:10:45
SPOOFING,spoofer_003,BINANCE:BTCUSDT,26,32,0.8125,,,,2026-04-14 20:08:00,2026-04-14 20:10:00,2026-04-14 20:10:10
SPOOFING,spoofer_002,TSLA,39,47,0.8297872340425532,,,,2026-04-14 20:08:00,2026-04-14 20:10:00,2026-04-14 20:10:10
SPOOFING,spoofer_001,AAPL,14,16,0.875,,,,2026-04-14 20:08:00,2026-04-14 20:10:00,2026-04-14 20:10:10
SPOOFING,spoofer_002,TSLA,19,23,0.8260869565217391,,,,2026-04-14 20:07:30,2026-04-14 20:09:30,2026-04-14 20:09:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,14,17,0.8235294117647058,,,,2026-04-14 20:07:30,2026-04-14 20:09:30,2026-04-14 20:09:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,36,43,0.8372093023255814,,,,2026-04-14 20:07:00,2026-04-14 20:09:00,2026-04-14 20:09:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,36,43,0.8372093023255814,,,,2026-04-14 20:06:30,2026-04-14 20:08:30,2026-04-14 20:09:41
SPOOFING,spoofer_003,BINANCE:BTCUSDT,36,43,0.8372093023255814,,,,2026-04-14 20:06:00,2026-04-14 20:08:00,2026-04-14 20:09:41
SPOOFING,spoofer_001,AAPL,17,21,0.8095238095238095,,,,2026-04-14 20:05:30,2026-04-14 20:07:30,2026-04-14 20:09:16
SPOOFING,spoofer_003,BINANCE:BTCUSDT,39,47,0.8297872340425532,,,,2026-04-14 20:05:30,2026-04-14 20:07:30,2026-04-14 20:09:16
SPOOFING,spoofer_003,BINANCE:BTCUSDT,14,17,0.8235294117647058,,,,2026-04-14 20:05:00,2026-04-14 20:07:00,2026-04-14 20:07:30
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 20:05:00,2026-04-14 20:07:00,2026-04-14 20:07:30
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 20:04:30,2026-04-14 20:06:30,2026-04-14 20:07:30
SPOOFING,spoofer_003,BINANCE:BTCUSDT,24,29,0.8275862068965517,,,,2026-04-14 20:04:30,2026-04-14 20:06:30,2026-04-14 20:07:30
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 20:04:00,2026-04-14 20:06:00,2026-04-14 20:07:30
SPOOFING,spoofer_003,BINANCE:BTCUSDT,24,29,0.8275862068965517,,,,2026-04-14 20:04:00,2026-04-14 20:06:00,2026-04-14 20:07:30
SPOOFING,spoofer_003,BINANCE:BTCUSDT,13,16,0.8125,,,,2026-04-14 20:03:30,2026-04-14 20:05:30,2026-04-14 20:05:43
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 20:03:00,2026-04-14 20:05:00,2026-04-14 20:05:26
SPOOFING,spoofer_003,BINANCE:BTCUSDT,13,16,0.8125,,,,2026-04-14 20:03:00,2026-04-14 20:05:00,2026-04-14 20:05:26
SPOOFING,spoofer_001,AAPL,20,24,0.8333333333333334,,,,2026-04-14 20:02:30,2026-04-14 20:04:30,2026-04-14 20:05:20
SPOOFING,spoofer_002,TSLA,11,13,0.8461538461538461,,,,2026-04-14 20:02:30,2026-04-14 20:04:30,2026-04-14 20:05:20
SPOOFING,spoofer_002,TSLA,18,21,0.8571428571428571,,,,2026-04-14 20:02:00,2026-04-14 20:04:00,2026-04-14 20:05:20
SPOOFING,spoofer_001,AAPL,20,24,0.8333333333333334,,,,2026-04-14 20:02:00,2026-04-14 20:04:00,2026-04-14 20:05:20
SPOOFING,spoofer_002,TSLA,18,21,0.8571428571428571,,,,2026-04-14 20:01:30,2026-04-14 20:03:30,2026-04-14 20:04:00
SPOOFING,spoofer_001,AAPL,16,19,0.8421052631578947,,,,2026-04-14 20:01:30,2026-04-14 20:03:30,2026-04-14 20:04:00
SPOOFING,spoofer_002,TSLA,14,16,0.875,,,,2026-04-14 20:01:00,2026-04-14 20:03:00,2026-04-14 20:03:59
SPOOFING,spoofer_002,TSLA,11,13,0.8461538461538461,,,,2026-04-14 20:00:30,2026-04-14 20:02:30,2026-04-14 20:03:59
SPOOFING,spoofer_003,BINANCE:BTCUSDT,17,21,0.8095238095238095,,,,2026-04-14 20:00:30,2026-04-14 20:02:30,2026-04-14 20:03:59
SPOOFING,spoofer_003,BINANCE:BTCUSDT,14,17,0.8235294117647058,,,,2026-04-14 19:59:30,2026-04-14 20:01:30,2026-04-14 20:02:13
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 19:59:00,2026-04-14 20:01:00,2026-04-14 20:02:13
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,27,0.8148148148148148,,,,2026-04-14 19:59:00,2026-04-14 20:01:00,2026-04-14 20:02:13
SPOOFING,spoofer_002,TSLA,22,27,0.8148148148148148,,,,2026-04-14 19:59:00,2026-04-14 20:01:00,2026-04-14 20:02:13
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 19:58:30,2026-04-14 20:00:30,2026-04-14 20:00:39
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,27,0.8148148148148148,,,,2026-04-14 19:58:30,2026-04-14 20:00:30,2026-04-14 20:00:39
SPOOFING,spoofer_002,TSLA,25,30,0.8333333333333334,,,,2026-04-14 19:58:30,2026-04-14 20:00:30,2026-04-14 20:00:39
SPOOFING,spoofer_001,AAPL,14,17,0.8235294117647058,,,,2026-04-14 19:58:00,2026-04-14 20:00:00,2026-04-14 20:00:39
SPOOFING,spoofer_003,BINANCE:BTCUSDT,22,27,0.8148148148148148,,,,2026-04-14 19:58:00,2026-04-14 20:00:00,2026-04-14 20:00:39
SPOOFING,spoofer_002,TSLA,25,30,0.8333333333333334,,,,2026-04-14 19:58:00,2026-04-14 20:00:00,2026-04-14 20:00:39
