trade_id,order_id,trader_id,trader_type,symbol,side,price,quantity,timestamp
9ddb7bc3-2b0f-426b-9219-ea5f397b4e18,,market,market,TSLA,sell,354.164249,487,2026-04-14T20:27:15.024849+00:00
0676d404-7459-4690-852f-eba74f9e567b,,wash_001a,wash_trader,TSLA,buy,354.141054,689,2026-04-14T20:27:13.053029+00:00
0676d404-7459-4690-852f-eba74f9e567b,,wash_001b,wash_trader,TSLA,sell,354.141054,689,2026-04-14T20:27:13.053029+00:00
d253f6fc-bcf9-4b2b-90a5-f60c45181aa6,,spoofer_002,spoofer,TSLA,buy,354.384943,487,2026-04-14T20:27:13.046884+00:00
d253f6fc-bcf9-4b2b-90a5-f60c45181aa6,,market,market,TSLA,sell,354.384943,487,2026-04-14T20:27:13.046884+00:00
3cf5f7e0-08f6-4de7-b2ff-83fee9b9e6f0,,wash_002b,wash_trader,BINANCE:XRPUSDT,buy,1.332525,173,2026-04-14T20:27:10.988182+00:00
3cf5f7e0-08f6-4de7-b2ff-83fee9b9e6f0,,wash_002a,wash_trader,BINANCE:XRPUSDT,sell,1.332525,173,2026-04-14T20:27:10.988182+00:00
f413c0de-da01-46ec-83e1-0131da2424e9,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66881.901853,318,2026-04-14T20:27:10.982484+00:00
f413c0de-da01-46ec-83e1-0131da2424e9,,market,market,BINANCE:BTCUSDT,sell,66881.901853,318,2026-04-14T20:27:10.982484+00:00
d37393e8-b136-465b-a84b-1643b6e006ba,,market,market,BINANCE:XRPUSDT,buy,1.33207,82,2026-04-14T20:27:09.446198+00:00
d37393e8-b136-465b-a84b-1643b6e006ba,,normal_015,normal,BINANCE:XRPUSDT,sell,1.33207,82,2026-04-14T20:27:09.446198+00:00
b0cab096-c3aa-4d20-8f7b-0cfd6bc6fb16,,normal_017,normal,AAPL,buy,246.097279,155,2026-04-14T20:27:08.442187+00:00
b0cab096-c3aa-4d20-8f7b-0cfd6bc6fb16,,market,market,AAPL,sell,246.097279,155,2026-04-14T20:27:08.442187+00:00
8b8fbf5e-1954-414d-8701-8338eb3172bd,,spoofer_001,spoofer,AAPL,buy,245.899757,480,2026-04-14T20:27:07.437151+00:00
8b8fbf5e-1954-414d-8701-8338eb3172bd,,market,market,AAPL,sell,245.899757,480,2026-04-14T20:27:07.437151+00:00
297e413a-32a8-4f89-b877-7b630de3fd1e,,market,market,AAPL,buy,246.139202,480,2026-04-14T20:27:05.419709+00:00
297e413a-32a8-4f89-b877-7b630de3fd1e,,spoofer_001,spoofer,AAPL,sell,246.139202,480,2026-04-14T20:27:05.419709+00:00
3a4382a2-640f-46ec-b85a-10cb330e895b,,wash_001b,wash_trader,TSLA,buy,354.179126,683,2026-04-14T20:27:02.224968+00:00
3a4382a2-640f-46ec-b85a-10cb330e895b,,wash_001a,wash_trader,TSLA,sell,354.179126,683,2026-04-14T20:27:02.224968+00:00
a33cabd0-039e-4efe-be32-8ec86baadbb3,,wash_002b,wash_trader,BINANCE:XRPUSDT,buy,1.332201,180,2026-04-14T20:27:00.222095+00:00
a33cabd0-039e-4efe-be32-8ec86baadbb3,,wash_002a,wash_trader,BINANCE:XRPUSDT,sell,1.332201,180,2026-04-14T20:27:00.222095+00:00
156593b0-d9e6-4fef-91d4-37f6dd520afd,,spoofer_002,spoofer,TSLA,buy,354.135435,487,2026-04-14T20:26:58.884726+00:00
156593b0-d9e6-4fef-91d4-37f6dd520afd,,market,market,TSLA,sell,354.135435,487,2026-04-14T20:26:58.884726+00:00
e98ecaaa-a810-4d4a-8dbb-6969bee904d5,,wash_002b,wash_trader,BINANCE:XRPUSDT,buy,1.332556,183,2026-04-14T20:26:57.214501+00:00
e98ecaaa-a810-4d4a-8dbb-6969bee904d5,,wash_002a,wash_trader,BINANCE:XRPUSDT,sell,1.332556,183,2026-04-14T20:26:57.214501+00:00
622247a4-0bf3-453b-a2d2-969f21630fac,,market,market,BINANCE:BTCUSDT,buy,66895.863624,318,2026-04-14T20:26:57.209777+00:00
622247a4-0bf3-453b-a2d2-969f21630fac,,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66895.863624,318,2026-04-14T20:26:57.209777+00:00
d35efcbd-965d-4570-bc83-b2b2354ad342,,market,market,BINANCE:BTCUSDT,buy,67023.197993,157,2026-04-14T20:26:52.579349+00:00
d35efcbd-965d-4570-bc83-b2b2354ad342,,normal_017,normal,BINANCE:BTCUSDT,sell,67023.197993,157,2026-04-14T20:26:52.579349+00:00
a433a4ef-9eab-440c-821c-ec1d1ede634e,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66951.671759,318,2026-04-14T20:26:49.565540+00:00
a433a4ef-9eab-440c-821c-ec1d1ede634e,,market,market,BINANCE:BTCUSDT,sell,66951.671759,318,2026-04-14T20:26:49.565540+00:00
3edf8ec0-bcda-4536-831f-446bfea259f0,,market,market,TSLA,buy,354.253273,487,2026-04-14T20:26:47.815249+00:00
3edf8ec0-bcda-4536-831f-446bfea259f0,,spoofer_002,spoofer,TSLA,sell,354.253273,487,2026-04-14T20:26:47.815249+00:00
906b2cea-9467-4592-add6-051f3add3115,,spoofer_002,spoofer,TSLA,buy,354.485171,487,2026-04-14T20:26:47.021868+00:00
906b2cea-9467-4592-add6-051f3add3115,,market,market,TSLA,sell,354.485171,487,2026-04-14T20:26:47.021868+00:00
834e9966-e5b5-4769-8b52-15d6105f5e1a,,spoofer_002,spoofer,TSLA,buy,354.000799,487,2026-04-14T20:26:45.726055+00:00
834e9966-e5b5-4769-8b52-15d6105f5e1a,,market,market,TSLA,sell,354.000799,487,2026-04-14T20:26:45.726055+00:00
fe5fb9db-f1a0-4291-ba37-f32ea72538d3,,market,market,TSLA,buy,354.550241,389,2026-04-14T20:25:59.586366+00:00
fe5fb9db-f1a0-4291-ba37-f32ea72538d3,,normal_010,normal,TSLA,sell,354.550241,389,2026-04-14T20:25:59.586366+00:00
75f24fef-b9be-4dbd-913e-710b6a34a3fd,,wash_002b,wash_trader,BINANCE:XRPUSDT,buy,1.332258,181,2026-04-14T20:25:58.586734+00:00
75f24fef-b9be-4dbd-913e-710b6a34a3fd,,wash_002a,wash_trader,BINANCE:XRPUSDT,sell,1.332258,181,2026-04-14T20:25:58.586734+00:00
24954754-19fb-4325-ad9d-f286b99fcdaa,,wash_002b,wash_trader,BINANCE:XRPUSDT,buy,1.33269,175,2026-04-14T20:25:54.571459+00:00
24954754-19fb-4325-ad9d-f286b99fcdaa,,wash_002a,wash_trader,BINANCE:XRPUSDT,sell,1.33269,175,2026-04-14T20:25:54.571459+00:00
e92de0e5-318c-42ee-bd62-c6613486ccb4,,market,market,BINANCE:BTCUSDT,buy,66907.841239,318,2026-04-14T20:25:54.570601+00:00
e92de0e5-318c-42ee-bd62-c6613486ccb4,,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66907.841239,318,2026-04-14T20:25:54.570601+00:00
3c69dcc2-be81-4715-a90f-542f1df6dc20,,market,market,BINANCE:ETHUSDT,buy,2041.237965,227,2026-04-14T20:25:51.912484+00:00
3c69dcc2-be81-4715-a90f-542f1df6dc20,,normal_003,normal,BINANCE:ETHUSDT,sell,2041.237965,227,2026-04-14T20:25:51.912484+00:00
ae8c985a-32b5-459a-9ee7-3f5f9af1085e,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66877.30167,318,2026-04-14T20:25:51.909488+00:00
ae8c985a-32b5-459a-9ee7-3f5f9af1085e,,market,market,BINANCE:BTCUSDT,sell,66877.30167,318,2026-04-14T20:25:51.909488+00:00
f73d5505-eb15-4ccb-9f2a-aae392e890b3,,market,market,TSLA,buy,354.554899,487,2026-04-14T20:25:49.886024+00:00
f73d5505-eb15-4ccb-9f2a-aae392e890b3,,spoofer_002,spoofer,TSLA,sell,354.554899,487,2026-04-14T20:25:49.886024+00:00
ce5b602f-f91f-41ab-b6ee-ec61c1bd5ecf,,market,market,BINANCE:ETHUSDT,buy,2039.1785,409,2026-04-14T20:25:48.781786+00:00
ce5b602f-f91f-41ab-b6ee-ec61c1bd5ecf,,normal_012,normal,BINANCE:ETHUSDT,sell,2039.1785,409,2026-04-14T20:25:48.781786+00:00
aabc7f12-0646-4d2c-a646-5c8f28169df7,,wash_001b,wash_trader,TSLA,buy,354.200499,685,2026-04-14T20:25:46.774051+00:00
aabc7f12-0646-4d2c-a646-5c8f28169df7,,wash_001a,wash_trader,TSLA,sell,354.200499,685,2026-04-14T20:25:46.774051+00:00
f2fa07ed-c469-427d-adc3-77b4fff3f37a,,wash_001a,wash_trader,TSLA,buy,354.11085,686,2026-04-14T20:25:44.771411+00:00
f2fa07ed-c469-427d-adc3-77b4fff3f37a,,wash_001b,wash_trader,TSLA,sell,354.11085,686,2026-04-14T20:25:44.771411+00:00
563d3bb2-14e4-4196-829b-56fd262885c1,,market,market,BINANCE:BTCUSDT,buy,66950.605865,318,2026-04-14T20:25:44.767623+00:00
563d3bb2-14e4-4196-829b-56fd262885c1,,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66950.605865,318,2026-04-14T20:25:44.767623+00:00
8fd9da71-8528-4cd7-bda1-664d2fcc2d9c,,normal_011,normal,BINANCE:ETHUSDT,buy,2045.534269,431,2026-04-14T20:25:41.797401+00:00
8fd9da71-8528-4cd7-bda1-664d2fcc2d9c,,market,market,BINANCE:ETHUSDT,sell,2045.534269,431,2026-04-14T20:25:41.797401+00:00
9ddb5846-30ab-4570-beb4-963d75f689e8,,wash_001b,wash_trader,TSLA,buy,354.228272,679,2026-04-14T20:25:41.491348+00:00
9ddb5846-30ab-4570-beb4-963d75f689e8,,wash_001a,wash_trader,TSLA,sell,354.228272,679,2026-04-14T20:25:41.491348+00:00
1967a53b-450d-4e40-a0b1-15c2cb3740e7,,spoofer_002,spoofer,TSLA,buy,354.324385,487,2026-04-14T20:25:41.490818+00:00
1967a53b-450d-4e40-a0b1-15c2cb3740e7,,market,market,TSLA,sell,354.324385,487,2026-04-14T20:25:41.490818+00:00
22fc69ac-025d-4091-b82a-e4809f608066,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66879.630093,318,2026-04-14T20:25:40.792019+00:00
22fc69ac-025d-4091-b82a-e4809f608066,,market,market,BINANCE:BTCUSDT,sell,66879.630093,318,2026-04-14T20:25:40.792019+00:00
51e8abca-c245-4b59-b58f-990663d91ae8,,spoofer_002,spoofer,TSLA,buy,354.128541,487,2026-04-14T20:25:37.313587+00:00
51e8abca-c245-4b59-b58f-990663d91ae8,,market,market,TSLA,sell,354.128541,487,2026-04-14T20:25:37.313587+00:00
8b93111c-1d1a-4104-9b27-530aa21c9fc1,,market,market,TSLA,buy,354.198617,487,2026-04-14T20:25:35.103349+00:00
8b93111c-1d1a-4104-9b27-530aa21c9fc1,,spoofer_002,spoofer,TSLA,sell,354.198617,487,2026-04-14T20:25:35.103349+00:00
c262f4c7-ef7f-40c7-95ce-6f92520e7673,,market,market,TSLA,buy,353.873671,487,2026-04-14T20:25:34.388906+00:00
c262f4c7-ef7f-40c7-95ce-6f92520e7673,,spoofer_002,spoofer,TSLA,sell,353.873671,487,2026-04-14T20:25:34.388906+00:00
2c8d7977-d291-44e4-aea1-022694217173,,market,market,BINANCE:BTCUSDT,buy,67025.477717,555,2026-04-14T20:25:33.345420+00:00
2c8d7977-d291-44e4-aea1-022694217173,,normal_011,normal,BINANCE:BTCUSDT,sell,67025.477717,555,2026-04-14T20:25:33.345420+00:00
6432fda8-f914-4c4e-9594-32f2bf91a86a,,market,market,AAPL,buy,245.959055,523,2026-04-14T20:25:32.345503+00:00
6432fda8-f914-4c4e-9594-32f2bf91a86a,,normal_012,normal,AAPL,sell,245.959055,523,2026-04-14T20:25:32.345503+00:00
8044ae23-31fe-42da-82b8-09985e770d1c,,normal_012,normal,AAPL,buy,246.414975,531,2026-04-14T20:25:31.342227+00:00
8044ae23-31fe-42da-82b8-09985e770d1c,,market,market,AAPL,sell,246.414975,531,2026-04-14T20:25:31.342227+00:00
5ed65d97-1a6d-4fd1-a93c-56edccc8ea7c,,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.332756,179,2026-04-14T20:25:28.331392+00:00
5ed65d97-1a6d-4fd1-a93c-56edccc8ea7c,,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.332756,179,2026-04-14T20:25:28.331392+00:00
b663af26-c2af-4269-8165-b9eb45b19616,,wash_001a,wash_trader,TSLA,buy,354.204585,682,2026-04-14T20:25:28.331226+00:00
b663af26-c2af-4269-8165-b9eb45b19616,,wash_001b,wash_trader,TSLA,sell,354.204585,682,2026-04-14T20:25:28.331226+00:00
08082280-b667-4d3c-b4f7-26e712404da6,,market,market,TSLA,buy,354.530639,487,2026-04-14T20:25:28.330576+00:00
08082280-b667-4d3c-b4f7-26e712404da6,,spoofer_002,spoofer,TSLA,sell,354.530639,487,2026-04-14T20:25:28.330576+00:00
f5de41bc-a8d6-43e3-8f1c-fe495bac3d4f,,market,market,BINANCE:XRPUSDT,buy,1.331526,91,2026-04-14T20:25:26.285028+00:00
f5de41bc-a8d6-43e3-8f1c-fe495bac3d4f,,normal_006,normal,BINANCE:XRPUSDT,sell,1.331526,91,2026-04-14T20:25:26.285028+00:00
3934a38e-49d5-4755-84a1-6e1f25c320cb,,spoofer_001,spoofer,AAPL,buy,245.780019,480,2026-04-14T20:25:21.266584+00:00
3934a38e-49d5-4755-84a1-6e1f25c320cb,,market,market,AAPL,sell,245.780019,480,2026-04-14T20:25:21.266584+00:00
c5b08a03-0b48-4d61-a2f7-357275cb6e5d,,normal_004,normal,BINANCE:BTCUSDT,buy,66926.573991,151,2026-04-14T20:25:20.207001+00:00
c5b08a03-0b48-4d61-a2f7-357275cb6e5d,,market,market,BINANCE:BTCUSDT,sell,66926.573991,151,2026-04-14T20:25:20.207001+00:00
90a62c96-0dbd-4014-aa42-31998d837fa8,,spoofer_002,spoofer,TSLA,buy,353.883993,487,2026-04-14T20:25:16.964625+00:00
90a62c96-0dbd-4014-aa42-31998d837fa8,,market,market,TSLA,sell,353.883993,487,2026-04-14T20:25:16.964625+00:00
6c9bcd6f-b0ce-48ee-ba74-e33b6921480b,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66934.60986,318,2026-04-14T20:25:15.198695+00:00
6c9bcd6f-b0ce-48ee-ba74-e33b6921480b,,market,market,BINANCE:BTCUSDT,sell,66934.60986,318,2026-04-14T20:25:15.198695+00:00
78b666e4-f3a4-40ac-a22b-218c6e639626,,market,market,TSLA,buy,354.147244,487,2026-04-14T20:25:13.690802+00:00
78b666e4-f3a4-40ac-a22b-218c6e639626,,spoofer_002,spoofer,TSLA,sell,354.147244,487,2026-04-14T20:25:13.690802+00:00
d9a3fcd8-ff21-4e34-afac-22b623ff8162,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66871.598687,318,2026-04-14T20:25:11.959830+00:00
d9a3fcd8-ff21-4e34-afac-22b623ff8162,,market,market,BINANCE:BTCUSDT,sell,66871.598687,318,2026-04-14T20:25:11.959830+00:00
0b0d9e47-bef8-4310-a1e5-46497b596ed4,,market,market,BINANCE:ETHUSDT,buy,2042.804834,576,2026-04-14T20:25:10.012200+00:00
0b0d9e47-bef8-4310-a1e5-46497b596ed4,,normal_011,normal,BINANCE:ETHUSDT,sell,2042.804834,576,2026-04-14T20:25:10.012200+00:00
8b5d1ba9-ae58-4f66-9a2a-fcbd5dabbc32,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66843.170617,318,2026-04-14T20:25:10.007662+00:00
8b5d1ba9-ae58-4f66-9a2a-fcbd5dabbc32,,market,market,BINANCE:BTCUSDT,sell,66843.170617,318,2026-04-14T20:25:10.007662+00:00
275b72e0-50bb-4a3f-8b62-e430d1d69998,,spoofer_002,spoofer,TSLA,buy,354.43903,487,2026-04-14T20:24:02.291639+00:00
275b72e0-50bb-4a3f-8b62-e430d1d69998,,market,market,TSLA,sell,354.43903,487,2026-04-14T20:24:02.291639+00:00
a5b12040-ae79-4696-a4bf-13e50fa96623,,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.333052,179,2026-04-14T20:23:07.250566+00:00
a5b12040-ae79-4696-a4bf-13e50fa96623,,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.333052,179,2026-04-14T20:23:07.250566+00:00
b3f04f42-233f-48a7-8853-2eff56701f6a,,market,market,BINANCE:XRPUSDT,buy,1.332866,195,2026-04-14T20:23:07.250408+00:00
b3f04f42-233f-48a7-8853-2eff56701f6a,,normal_015,normal,BINANCE:XRPUSDT,sell,1.332866,195,2026-04-14T20:23:07.250408+00:00
870819ae-7cc2-491b-9627-313bf9d14a42,,market,market,BINANCE:BTCUSDT,buy,66881.276974,318,2026-04-14T20:23:07.248323+00:00
870819ae-7cc2-491b-9627-313bf9d14a42,,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66881.276974,318,2026-04-14T20:23:07.248323+00:00
ae2555be-4a74-4b51-886a-0e5c99537f4f,,wash_001b,wash_trader,TSLA,buy,354.349014,678,2026-04-14T20:23:04.122241+00:00
ae2555be-4a74-4b51-886a-0e5c99537f4f,,wash_001a,wash_trader,TSLA,sell,354.349014,678,2026-04-14T20:23:04.122241+00:00
3311e14d-980d-4a32-a8f7-927b17ce834f,,spoofer_002,spoofer,TSLA,buy,353.958361,487,2026-04-14T20:23:04.121965+00:00
3311e14d-980d-4a32-a8f7-927b17ce834f,,market,market,TSLA,sell,353.958361,487,2026-04-14T20:23:04.121965+00:00
9e8cd0c5-0e66-4629-bed0-bac05a6dd4b6,,wash_002a,wash_trader,BINANCE:XRPUSDT,buy,1.33334,178,2026-04-14T20:22:59.374589+00:00
9e8cd0c5-0e66-4629-bed0-bac05a6dd4b6,,wash_002b,wash_trader,BINANCE:XRPUSDT,sell,1.33334,178,2026-04-14T20:22:59.374589+00:00
e1509f32-17e0-4269-a4e5-d001a928e210,,market,market,TSLA,buy,354.265769,456,2026-04-14T20:22:58.370705+00:00
e1509f32-17e0-4269-a4e5-d001a928e210,,normal_018,normal,TSLA,sell,354.265769,456,2026-04-14T20:22:58.370705+00:00
796cc833-3573-4946-a6d5-039c06534ed8,,spoofer_003,spoofer,BINANCE:BTCUSDT,buy,66858.563671,318,2026-04-14T20:22:58.366963+00:00
796cc833-3573-4946-a6d5-039c06534ed8,,market,market,BINANCE:BTCUSDT,sell,66858.563671,318,2026-04-14T20:22:58.366963+00:00
27877e4b-d453-48ca-b10d-dfed33e71a90,,market,market,TSLA,buy,354.244361,487,2026-04-14T20:22:56.301586+00:00
27877e4b-d453-48ca-b10d-dfed33e71a90,,spoofer_002,spoofer,TSLA,sell,354.244361,487,2026-04-14T20:22:56.301586+00:00
1846aed0-e5fb-47ac-b54b-16bf37fd0a96,,market,market,AAPL,buy,245.929227,657,2026-04-14T20:22:55.681689+00:00
1846aed0-e5fb-47ac-b54b-16bf37fd0a96,,normal_012,normal,AAPL,sell,245.929227,657,2026-04-14T20:22:55.681689+00:00
93796c9f-0ffa-429f-a2e7-460abcce8c92,,spoofer_001,spoofer,AAPL,buy,245.881839,480,2026-04-14T20:22:55.676749+00:00
93796c9f-0ffa-429f-a2e7-460abcce8c92,,market,market,AAPL,sell,245.881839,480,2026-04-14T20:22:55.676749+00:00
9316f438-565d-43e7-aa60-9bdcc8445c48,,market,market,BINANCE:BTCUSDT,buy,66880.492536,318,2026-04-14T20:22:27.251295+00:00
9316f438-565d-43e7-aa60-9bdcc8445c48,,spoofer_003,spoofer,BINANCE:BTCUSDT,sell,66880.492536,318,2026-04-14T20:22:27.251295+00:00
